,Gene,PCA_feat
19897,100422981,"[-0.4482700306270991, -0.11694512643668734, 0.13096076939725848, 0.00693739458156732, -0.14109421886776108]"
19898,100422982,"[-0.4584823303624005, -0.12385291606774493, 0.12114198382572469, 0.004947375679139939, -0.022775800796584138]"
19899,100422984,"[-0.4803195637695453, -0.14681059687804246, 0.23504047152674723, 0.010035671098878826, -0.038883735693288804]"
19900,100422986,"[-0.47677058753666246, -0.14545990427303992, 0.25575244458239366, 0.011925529179705272, -0.11451438663176342]"
19901,100422991,"[-0.39441279390849343, -0.060520166918588844, -0.14672376389271835, -0.005388593632668187, -0.10779830946050281]"
19902,100422992,"[-0.44842591843277874, -0.11351777350914621, 0.07259917890814674, 0.0028749165035362695, -0.023156917193255647]"
19903,100422995,"[-0.475897034655257, -0.1407046600163751, 0.18797411756436172, 0.007342834128489451, 0.01225672467492705]"
19904,100422996,"[-0.43506562227158074, -0.09871454352113775, -0.009565916004721219, -0.001102647230023833, 0.011596584231626107]"
19905,100422997,"[-0.4846789138964869, -0.1528293060702574, 0.2814344490039558, 0.012690038969691207, -0.08929361805624438]"
19906,100422998,"[-0.47677058753666246, -0.14545990427303992, 0.25575244458239366, 0.011925529179705272, -0.11451438663176342]"
19907,100423000,"[-0.49279535410788544, -0.16039263949371754, 0.307792295647138, 0.013474667438360987, -0.06340914504452727]"
19908,100423003,"[-0.4584823303624005, -0.12385291606774493, 0.12114198382572469, 0.004947375679139939, -0.022775800796584138]"
19909,100423005,"[-0.46798870829543276, -0.13333525821915762, 0.16229211314279957, 0.006578324338503517, -0.012964043900592097]"
19910,100423011,"[-0.4375246931207327, -0.08053437183854442, -0.33890218510823594, -0.024229922348644108, 0.6923896287912173]"
19911,100423014,"[-0.40668047039525934, -0.07390827790802128, -0.07464778199394757, -0.001969715971869838, -0.13298742324793933]"
19912,100423020,"[-0.4803195637695453, -0.14681059687804246, 0.23504047152674723, 0.010035671098878826, -0.038883735693288804]"
19913,100423023,"[-0.44567969214587305, -0.1133687919891393, 0.10339333350500408, 0.005360161498910711, -0.11114052065209185]"
19914,100423026,"[-0.4413203420189317, -0.1073500827969244, 0.05699935602779545, 0.0027057936280983144, -0.06073063828913624]"
19915,100423028,"[-0.4686541473252638, -0.13789657084957982, 0.2293945979392114, 0.01114090071103547, -0.14039885964348042]"
19916,100423029,"[-0.4584823303624005, -0.12385291606774493, 0.12114198382572469, 0.004947375679139939, -0.022775800796584138]"
19917,100423030,"[-0.4846789138964869, -0.1528293060702574, 0.2814344490039558, 0.012690038969691207, -0.08929361805624438]"
19918,100423031,"[-0.4686541473252638, -0.13789657084957982, 0.2293945979392114, 0.01114090071103547, -0.14039885964348042]"
19919,100423032,"[-0.49279535410788544, -0.16039263949371754, 0.307792295647138, 0.013474667438360987, -0.06340914504452727]"
19920,100423036,"[-0.4803195637695453, -0.14681059687804246, 0.23504047152674723, 0.010035671098878826, -0.038883735693288804]"
19921,100423038,"[-0.42715729591175633, -0.09134514172392029, -0.035247920426283365, -0.0018671570200098136, -0.013624184343893002]"
19922,100423043,"[-0.4803195637695453, -0.14681059687804246, 0.23504047152674723, 0.010035671098878826, -0.038883735693288804]"
19923,100423062,"[-0.38996073483331395, -0.0580160378551996, -0.13408377427734233, -0.003942014208420405, -0.17605630673063902]"
19924,100431177,"[-0.47677058753666246, -0.14545990427303992, 0.25575244458239366, 0.011925529179705272, -0.11451438663176342]"
19925,100462812,"[-0.4375246931207327, -0.08053437183854442, -0.33890218510823594, -0.024229922348644108, 0.6923896287912173]"
19926,100463486,"[-0.5007036804677099, -0.16776204129093503, 0.3334743000687001, 0.01423917722834694, -0.038188376469008155]"
19927,100463488,"[-0.49279535410788544, -0.16039263949371754, 0.307792295647138, 0.013474667438360987, -0.06340914504452727]"
19928,100463498,"[-0.4413203420189317, -0.1073500827969244, 0.05699935602779545, 0.0027057936280983144, -0.06073063828913624]"
19929,100463500,"[-0.49279535410788544, -0.16039263949371754, 0.307792295647138, 0.013474667438360987, -0.06340914504452727]"
19930,100498859,"[-0.49279535410788544, -0.16039263949371754, 0.307792295647138, 0.013474667438360987, -0.06340914504452727]"
19931,100499177,"[-0.47677058753666246, -0.14545990427303992, 0.25575244458239366, 0.011925529179705272, -0.11451438663176342]"
19932,100499183,"[-0.46160763057338783, -0.1245252636044662, 0.09438208813992899, 0.0026929452812273964, 0.06082433463069074]"
19933,100499227,"[-0.4375246931207327, -0.08053437183854442, -0.33890218510823594, -0.024229922348644108, 0.6923896287912173]"
19934,100499260,"[-0.4205798476115942, -0.09309836518754726, 0.07327504474497834, 0.00649348593506819, -0.2937145844051889]"
19935,100499405,"[-0.49279535410788544, -0.16039263949371754, 0.307792295647138, 0.013474667438360987, -0.06340914504452727]"
19936,100499467,"[-0.383011046355052, -0.04842099468360443, -0.2080451877651012, -0.008173615279341509, -0.09569272619868809]"
19937,100499483,"[-0.4438475015128106, -0.11083918957502001, 0.08389441543487293, 0.0042445576111779255, -0.0899537584995453]"
19938,100500801,"[-0.4375246931207327, -0.08053437183854442, -0.33890218510823594, -0.024229922348644108, 0.6923896287912173]"
19939,100500807,"[-0.44030947822138006, -0.10595444008568618, 0.04624133226496454, 0.002090288034866432, -0.049041390204972675]"
19940,100500808,"[-0.47772922528831924, -0.14323426243049445, 0.20747303563449282, 0.008458438016222179, -0.008930037477619475]"
19941,100500809,"[-0.43593917515298647, -0.10346978777780254, 0.058212411013310796, 0.003480047821191988, -0.11517452707506444]"
19942,100500810,"[-0.49279535410788544, -0.16039263949371754, 0.307792295647138, 0.013474667438360987, -0.06340914504452727]"
19943,100500811,"[-0.4724112374097211, -0.13944119508082498, 0.20935846710518513, 0.009271161308892894, -0.06410450426880793]"
19944,100500812,"[-0.4698208989284948, -0.13586486063327693, 0.18179103121293066, 0.007693928226236224, -0.034150806053138624]"
19945,100500813,"[-0.4803195637695453, -0.14681059687804246, 0.23504047152674723, 0.010035671098878826, -0.038883735693288804]"
19946,100500819,"[-0.4698208989284948, -0.13586486063327693, 0.18179103121293066, 0.007693928226236224, -0.034150806053138624]"
19947,100500824,"[-0.4846789138964869, -0.1528293060702574, 0.2814344490039558, 0.012690038969691207, -0.08929361805624438]"
19948,100500827,"[-0.4803195637695453, -0.14681059687804246, 0.23504047152674723, 0.010035671098878826, -0.038883735693288804]"
19949,100500828,"[-0.4220102681056656, -0.08788150876472253, -0.030004072266149522, -0.0008437378085610042, -0.0738458236028406]"
19950,100500831,"[-0.4724112374097211, -0.13944119508082498, 0.20935846710518513, 0.009271161308892894, -0.06410450426880793]"
19951,100500832,"[-0.4698208989284948, -0.13586486063327693, 0.18179103121293066, 0.007693928226236224, -0.034150806053138624]"
19952,100500835,"[-0.47677058753666246, -0.14545990427303992, 0.25575244458239366, 0.011925529179705272, -0.11451438663176342]"
19953,100500837,"[-0.49279535410788544, -0.16039263949371754, 0.307792295647138, 0.013474667438360987, -0.06340914504452727]"
19954,100500839,"[-0.4724112374097211, -0.13944119508082498, 0.20935846710518513, 0.009271161308892894, -0.06410450426880793]"
19955,100500841,"[-0.4846789138964869, -0.1528293060702574, 0.2814344490039558, 0.012690038969691207, -0.08929361805624438]"
19956,100500842,"[-0.49279535410788544, -0.16039263949371754, 0.307792295647138, 0.013474667438360987, -0.06340914504452727]"
19957,100500843,"[-0.4803195637695453, -0.14681059687804246, 0.23504047152674723, 0.010035671098878826, -0.038883735693288804]"
19958,100500844,"[-0.456334244792603, -0.12088717530636378, 0.09828118332970893, 0.0036394262935222094, 0.00206385138226349]"
19959,100500845,"[-0.4242847116501568, -0.09102170486500864, -0.0057985187997797874, 0.000541149776210665, -0.1001466317922088]"
19960,100500847,"[-0.46546154880155344, -0.12984615144106204, 0.135397053735722, 0.005039560355423868, 0.01625907630981697]"
19961,100500849,"[-0.5007036804677099, -0.16776204129093503, 0.3334743000687001, 0.01423917722834694, -0.038188376469008155]"
19962,100500851,"[-0.49279535410788544, -0.16039263949371754, 0.307792295647138, 0.013474667438360987, -0.06340914504452727]"
19963,100500855,"[-0.453796132357272, -0.12093212541259941, 0.12975118014818632, 0.006144789967580508, -0.08525604764037482]"
19964,100500857,"[-0.4846789138964869, -0.1528293060702574, 0.2814344490039558, 0.012690038969691207, -0.08929361805624438]"
19965,100500858,"[-0.4665987705737992, -0.1314162494912051, 0.14749983046890686, 0.005732004147809696, 0.0031086722151328866]"
19966,100500861,"[-0.4846789138964869, -0.1528293060702574, 0.2814344490039558, 0.012690038969691207, -0.08929361805624438]"
19967,100500862,"[-0.4413203420189317, -0.1073500827969244, 0.05699935602779545, 0.0027057936280983144, -0.06073063828913624]"
19968,100500866,"[-0.4584823303624005, -0.12385291606774493, 0.12114198382572469, 0.004947375679139939, -0.022775800796584138]"
19969,100500871,"[-0.47235901136382635, -0.1358199105270412, 0.1503210343944533, 0.005188564552177984, 0.053169092969499655]"
19970,100500873,"[-0.47772922528831924, -0.14323426243049445, 0.20747303563449282, 0.008458438016222179, -0.008930037477619475]"
19971,100500877,"[-0.4617044587170961, -0.12830152720981688, 0.15543318456974847, 0.0069092997575664365, -0.06003527906485565]"
19972,100500878,"[-0.4665987705737992, -0.1314162494912051, 0.14749983046890686, 0.005732004147809696, 0.0031086722151328866]"
19973,100500880,"[-0.4476045915972681, -0.11238381380626512, 0.06385828460084658, 0.002374818209035362, -0.013659403124872686]"
19974,100500881,"[-0.49279535410788544, -0.16039263949371754, 0.307792295647138, 0.013474667438360987, -0.06340914504452727]"
19975,100500882,"[-0.4598722680840338, -0.12577192479569754, 0.13593426649961735, 0.00579369586983373, -0.0388485169123091]"
19976,100500888,"[-0.4598722680840338, -0.12577192479569754, 0.13593426649961735, 0.00579369586983373, -0.0388485169123091]"
19977,100500893,"[-0.4846789138964869, -0.1528293060702574, 0.2814344490039558, 0.012690038969691207, -0.08929361805624438]"
19978,100500896,"[-0.4176509179787243, -0.0818627995725076, -0.07639804974335816, -0.003498105679373387, -0.023435941239885003]"
19979,100500897,"[-0.4803195637695453, -0.14681059687804246, 0.23504047152674723, 0.010035671098878826, -0.038883735693288804]"
19980,100500900,"[-0.4846789138964869, -0.1528293060702574, 0.2814344490039558, 0.012690038969691207, -0.08929361805624438]"
19981,100500901,"[-0.475897034655257, -0.1407046600163751, 0.18797411756436172, 0.007342834128489451, 0.01225672467492705]"
19982,100500904,"[-0.453796132357272, -0.12093212541259941, 0.12975118014818632, 0.006144789967580508, -0.08525604764037482]"
19983,100500907,"[-0.47772922528831924, -0.14323426243049445, 0.20747303563449282, 0.008458438016222179, -0.008930037477619475]"
19984,100500908,"[-0.4468464437491042, -0.11133708177283634, 0.05578976677872335, 0.0019131890141114638, -0.0048924670617499725]"
19985,100500909,"[-0.4628712103203276, -0.12626981699351397, 0.1078296178434677, 0.0034623272727672375, 0.04621277452548617]"
19986,100500917,"[-0.42965492557464996, -0.09843605676846183, 0.0513534824402598, 0.0038110232402549286, -0.16224576223932796]"
19987,100500918,"[-0.47772922528831924, -0.14323426243049445, 0.20747303563449282, 0.008458438016222179, -0.008930037477619475]"
19988,100505385,"[-0.4344792858123626, -0.08269556169729683, 0.06322902211187025, 0.00889102176509769, -0.058272706245640064]"
19989,100505474,"[-0.49279535410788544, -0.16039263949371754, 0.307792295647138, 0.013474667438360987, -0.06340914504452727]"
19990,100505475,"[-0.4846789138964869, -0.1528293060702574, 0.2814344490039558, 0.012690038969691207, -0.08929361805624438]"
19991,100505477,"[-0.4375246931207327, -0.08053437183854442, -0.33890218510823594, -0.024229922348644108, 0.6923896287912173]"
19992,100505494,"[-0.4846789138964869, -0.1528293060702574, 0.2814344490039558, 0.012690038969691207, -0.08929361805624438]"
19993,100505495,"[-0.4584823303624005, -0.12385291606774493, 0.12114198382572469, 0.004947375679139939, -0.022775800796584138]"
19994,100505515,"[-0.4846789138964869, -0.1528293060702574, 0.2814344490039558, 0.012690038969691207, -0.08929361805624438]"
19995,100505518,"[-0.4375246931207327, -0.08053437183854442, -0.33890218510823594, -0.024229922348644108, 0.6923896287912173]"
19996,100505530,"[-0.4846789138964869, -0.1528293060702574, 0.2814344490039558, 0.012690038969691207, -0.08929361805624438]"
19997,100505532,"[-0.49279535410788544, -0.16039263949371754, 0.307792295647138, 0.013474667438360987, -0.06340914504452727]"
19998,100505545,"[-0.4375246931207327, -0.08053437183854442, -0.33890218510823594, -0.024229922348644108, 0.6923896287912173]"
19999,100505566,"[-0.47772922528831924, -0.14323426243049445, 0.20747303563449282, 0.008458438016222179, -0.008930037477619475]"
20000,100505573,"[-0.4698208989284948, -0.13586486063327693, 0.18179103121293066, 0.007693928226236224, -0.034150806053138624]"
20001,100505576,"[-0.4617044587170961, -0.12830152720981688, 0.15543318456974847, 0.0069092997575664365, -0.06003527906485565]"
20002,100505591,"[-0.4650947912906539, -0.11307341359064736, 0.2160210371627368, 0.015886205394489115, -0.061475768761080234]"
20003,100505592,"[-0.42804180173461415, -0.09256632909625373, -0.02583464963380624, -0.001328589625931906, -0.023852276417536178]"
20004,100505621,"[-0.4375246931207327, -0.08053437183854442, -0.33890218510823594, -0.024229922348644108, 0.6923896287912173]"
20005,100505625,"[-0.4375246931207327, -0.08053437183854442, -0.33890218510823594, -0.024229922348644108, 0.6923896287912173]"
20006,100505633,"[-0.37377596126094104, -0.03921981182788672, -0.24784709837537908, -0.009745976160444264, -0.10557135666374247]"
20007,100505635,"[-0.4375246931207327, -0.08053437183854442, -0.33890218510823594, -0.024229922348644108, 0.6923896287912173]"
20008,100505636,"[-0.47772922528831924, -0.14323426243049445, 0.20747303563449282, 0.008458438016222179, -0.008930037477619475]"
20009,100505641,"[-0.47772922528831924, -0.14323426243049445, 0.20747303563449282, 0.008458438016222179, -0.008930037477619475]"
20010,100505648,"[-0.4505740040025759, -0.11648351427052746, 0.09545997940416255, 0.004182865889153952, -0.04799656937210327]"
20011,100505666,"[-0.4846789138964869, -0.1528293060702574, 0.2814344490039558, 0.012690038969691207, -0.08929361805624438]"
20012,100505678,"[-0.4698208989284948, -0.13586486063327693, 0.18179103121293066, 0.007693928226236224, -0.034150806053138624]"
20013,100505679,"[-0.3951476250208271, 0.16014103421075615, 0.31260053273897714, 0.08704247474500515, -0.00828219827920522]"
20014,100505681,"[-0.4846789138964869, -0.1528293060702574, 0.2814344490039558, 0.012690038969691207, -0.08929361805624438]"
20015,100505702,"[-0.47677058753666246, -0.14545990427303992, 0.25575244458239366, 0.011925529179705272, -0.11451438663176342]"
20016,100505704,"[-0.4846789138964869, -0.1528293060702574, 0.2814344490039558, 0.012690038969691207, -0.08929361805624438]"
20017,100505718,"[-0.45734510859015476, -0.12228281801760194, 0.10903920709253989, 0.00425493188675405, -0.009625396701900048]"
20018,100505741,"[-0.4846789138964869, -0.1528293060702574, 0.2814344490039558, 0.012690038969691207, -0.08929361805624438]"
20019,100505746,"[-0.47450709693362364, -0.13878565128842252, 0.17318183489046904, 0.006496513937795655, 0.02832944079065205]"
20020,100505758,"[-0.4375246931207327, -0.08053437183854442, -0.33890218510823594, -0.024229922348644108, 0.6923896287912173]"
20021,100505761,"[-0.4375246931207327, -0.08053437183854442, -0.33890218510823594, -0.024229922348644108, 0.6923896287912173]"
20022,100505771,"[-0.48843600398094406, -0.1543739303015026, 0.2613983181699295, 0.010820299567548609, -0.01299926268157177]"
20023,100505776,"[-0.4617044587170961, -0.12830152720981688, 0.15543318456974847, 0.0069092997575664365, -0.06003527906485565]"
20024,100505783,"[-0.4642947971983224, -0.13187786165736498, 0.18300062046200286, 0.00848653284022308, -0.08998897728052493]"
20025,100505806,"[-0.44245756379117734, -0.10892018084706749, 0.06910213276098029, 0.003398237420484122, -0.0738810423838203]"
20026,100505812,"[-0.49279535410788544, -0.16039263949371754, 0.307792295647138, 0.013474667438360987, -0.06340914504452727]"
20027,100505817,"[-0.4803195637695453, -0.14681059687804246, 0.23504047152674723, 0.010035671098878826, -0.038883735693288804]"
20028,100505832,"[-0.4387300035377056, -0.10377374834937635, 0.02943192013554111, 0.0011285605454416621, -0.030776940073467016]"
20029,100505835,"[-0.49279535410788544, -0.16039263949371754, 0.307792295647138, 0.013474667438360987, -0.06340914504452727]"
20030,100505839,"[-0.4698208989284948, -0.13586486063327693, 0.18179103121293066, 0.007693928226236224, -0.034150806053138624]"
20031,100505854,"[-0.4803195637695453, -0.14681059687804246, 0.23504047152674723, 0.010035671098878826, -0.038883735693288804]"
20032,100505869,"[-0.4375246931207327, -0.08053437183854442, -0.33890218510823594, -0.024229922348644108, 0.6923896287912173]"
20033,100505875,"[-0.42529557544770835, -0.09241734757624684, 0.00495950496305115, 0.0011566553694425364, -0.11183587987637232]"
20034,100505877,"[-0.4846789138964869, -0.1528293060702574, 0.2814344490039558, 0.012690038969691207, -0.08929361805624438]"
20035,100505881,"[-0.4097425916188999, -0.07449339777529008, -0.1020800541649203, -0.004262615469359327, -0.04865670981540414]"
20036,100505887,"[-0.29064906684315617, 0.04323260067566176, -0.6000267684470594, -0.02347760051060367, -0.20663136266240661]"
20037,100505894,"[-0.4803195637695453, -0.14681059687804246, 0.23504047152674723, 0.010035671098878826, -0.038883735693288804]"
20038,100505909,"[-0.4030160891291344, -0.0688490730797826, -0.1136456181342099, -0.00420092374733532, -0.09061389894284615]"
20039,100505933,"[-0.4777031659687245, -0.13738134606682773, 0.23742303997086706, 0.012401244017236232, -0.037943686701000824]"
20040,100505967,"[-0.485845665499718, -0.15079759585395452, 0.23383088227767512, 0.009243066484892001, 0.016954435534097523]"
20041,100505989,"[-0.4617044587170961, -0.12830152720981688, 0.15543318456974847, 0.0069092997575664365, -0.06003527906485565]"
20042,100505994,"[-0.35610854101869654, -0.02201915720144699, -0.3173687380547238, -0.012295311008101788, -0.1376815701142128]"
20043,100505996,"[-0.4375246931207327, -0.08053437183854442, -0.33890218510823594, -0.024229922348644108, 0.6923896287912173]"
20044,100506007,"[-0.4846789138964869, -0.1528293060702574, 0.2814344490039558, 0.012690038969691207, -0.08929361805624438]"
20045,100506012,"[-0.4261947338521008, -0.03970226764121517, -0.3285847924632274, -0.013986126545284236, 0.6964603846945436]"
20046,100506013,"[-0.41555505845482166, -0.08251834336491004, -0.040221417528642105, -0.0007234583082761507, -0.11586988629934496]"
20047,100506020,"[-0.4724112374097211, -0.13944119508082498, 0.20935846710518513, 0.009271161308892894, -0.06410450426880793]"
20048,100506023,"[-0.47677058753666246, -0.14545990427303992, 0.25575244458239366, 0.011925529179705272, -0.11451438663176342]"
20049,100506025,"[-0.4937539918595424, -0.15816699765117204, 0.25951288669923717, 0.010007576274877934, 0.042175204109616636]"
20050,100506035,"[-0.4698208989284948, -0.13586486063327693, 0.18179103121293066, 0.007693928226236224, -0.034150806053138624]"
20051,100506036,"[-0.47677058753666246, -0.14545990427303992, 0.25575244458239366, 0.011925529179705272, -0.11451438663176342]"
20052,100506046,"[-0.4301267083170645, -0.09544484218818264, -0.0036462256229673204, -5.910933989121573e-05, -0.04796135059112362]"
20053,100506047,"[-0.45638647083849787, -0.12450845986014741, 0.15731861604044073, 0.007722023050237121, -0.11520974585604407]"
20054,100506068,"[-0.4724112374097211, -0.13944119508082498, 0.20935846710518513, 0.009271161308892894, -0.06410450426880793]"
20055,100506080,"[-0.4803195637695453, -0.14681059687804246, 0.23504047152674723, 0.010035671098878826, -0.038883735693288804]"
20056,100506084,"[-0.3467192404978499, 0.20669289999098714, 0.08033605702802861, 0.07640388174588744, -0.02578043403377963]"
20057,100506108,"[-0.4375246931207327, -0.08053437183854442, -0.33890218510823594, -0.024229922348644108, 0.6923896287912173]"
20058,100506115,"[-0.46074582096543926, -0.13052716905236245, 0.20371259351764923, 0.010376390921049491, -0.16561962821899961]"
20059,100506119,"[-0.46445068500400183, -0.12845050872982383, 0.12463902997289109, 0.0044240547621919755, 0.02794832439398052]"
20060,100506126,"[-0.49279535410788544, -0.16039263949371754, 0.307792295647138, 0.013474667438360987, -0.06340914504452727]"
20061,100506127,"[-0.43628181650123876, -0.07605516177005789, -0.3377703852677792, -0.02310619595237059, 0.6928361835595049]"
20062,100506134,"[-0.41410194174584125, -0.08051210696750506, -0.055686076687711646, -0.0016082475985469613, -0.09906659217835975]"
20063,100506172,"[-0.49279535410788544, -0.16039263949371754, 0.307792295647138, 0.013474667438360987, -0.06340914504452727]"
20064,100506190,"[-0.42576735819012296, -0.08942613299596766, -0.05004020310017596, -0.0027134772107035837, 0.002448531771831977]"
20065,100506211,"[-0.43639238100586736, -0.10054632457963794, 0.00455399018399442, -0.00029479613890700314, -0.003745553878838628]"
20066,100506229,"[-0.4724112374097211, -0.13944119508082498, 0.20935846710518513, 0.009271161308892894, -0.06410450426880793]"
20067,100506237,"[-0.4803195637695453, -0.14681059687804246, 0.23504047152674723, 0.010035671098878826, -0.038883735693288804]"
20068,100506243,"[-0.4802598916487477, -0.1369035668339696, 0.28545854004929433, 0.016685425050351737, -0.08770590176570861]"
20069,100506272,"[-0.4846789138964869, -0.1528293060702574, 0.2814344490039558, 0.012690038969691207, -0.08929361805624438]"
20070,100506299,"[-0.4846789138964869, -0.1528293060702574, 0.2814344490039558, 0.012690038969691207, -0.08929361805624438]"
20071,100506305,"[-0.38503277395015506, -0.051212280106080935, -0.18652914023943934, -0.006942604092877785, -0.1190712223670153]"
20072,100506311,"[-0.3658676349011166, -0.03185041003066924, -0.27352910279694115, -0.010510485950430224, -0.13079212523926173]"
20073,100506325,"[-0.4375246931207327, -0.08053437183854442, -0.33890218510823594, -0.024229922348644108, 0.6923896287912173]"
20074,100506328,"[-0.4375246931207327, -0.08053437183854442, -0.33890218510823594, -0.024229922348644108, 0.6923896287912173]"
20075,100506334,"[-0.4724112374097211, -0.13944119508082498, 0.20935846710518513, 0.009271161308892894, -0.06410450426880793]"
20076,100506365,"[-0.4642947971983224, -0.13187786165736498, 0.18300062046200286, 0.00848653284022308, -0.08998897728052493]"
20077,100506368,"[-0.4375246931207327, -0.08053437183854442, -0.33890218510823594, -0.024229922348644108, 0.6923896287912173]"
20078,100506377,"[-0.4803195637695453, -0.14681059687804246, 0.23504047152674723, 0.010035671098878826, -0.038883735693288804]"
20079,100506380,"[-0.43082167717788106, -0.0964043465521589, 0.0037499157139789753, 0.00036405075545569007, -0.05599770864898614]"
20080,100506385,"[-0.42643279721995403, -0.0939874456263899, 0.017062281696236026, 0.0018490991618283817, -0.12498628397105636]"
20081,100506392,"[-0.4375246931207327, -0.08053437183854442, -0.33890218510823594, -0.024229922348644108, 0.6923896287912173]"
20082,100506393,"[-0.4724112374097211, -0.13944119508082498, 0.20935846710518513, 0.009271161308892894, -0.06410450426880793]"
20083,100506394,"[-0.45734510859015476, -0.12228281801760194, 0.10903920709253989, 0.00425493188675405, -0.009625396701900048]"
20084,100506409,"[-0.4375246931207327, -0.08053437183854442, -0.33890218510823594, -0.024229922348644108, 0.6923896287912173]"
20085,100506421,"[-0.4733698751613779, -0.13721555323827955, 0.16107905815728418, 0.005804070145409821, 0.04147984488533611]"
20086,100506428,"[-0.4339915794866824, -0.09723167314044709, -0.020996316252729155, -0.001756621922832681, 0.024016410321049963]"
20087,100506457,"[-0.42804180173461415, -0.09256632909625373, -0.02583464963380624, -0.001328589625931906, -0.023852276417536178]"
20088,100506462,"[-0.4803195637695453, -0.14681059687804246, 0.23504047152674723, 0.010035671098878826, -0.038883735693288804]"
20089,100506465,"[-0.4097425916188999, -0.07449339777529008, -0.1020800541649203, -0.004262615469359327, -0.04865670981540414]"
20090,100506472,"[-0.49279535410788544, -0.16039263949371754, 0.307792295647138, 0.013474667438360987, -0.06340914504452727]"
20091,100506492,"[-0.41113252934053335, -0.07641240650324267, -0.08728777149102766, -0.003416295278665529, -0.06472942593112913]"
20092,100506495,"[-0.4698208989284948, -0.13586486063327693, 0.18179103121293066, 0.007693928226236224, -0.034150806053138624]"
20093,100506526,"[-0.4375246931207327, -0.08053437183854442, -0.33890218510823594, -0.024229922348644108, 0.6923896287912173]"
20094,100506542,"[-0.4598722680840338, -0.12577192479569754, 0.13593426649961735, 0.00579369586983373, -0.0388485169123091]"
20095,100506544,"[-0.4724112374097211, -0.13944119508082498, 0.20935846710518513, 0.009271161308892894, -0.06410450426880793]"
20096,100506581,"[-0.4617044586960407, -0.1283015271339352, 0.15543318458892216, 0.006909299776603321, -0.06003527905729064]"
20097,100506622,"[-0.49279535410788544, -0.16039263949371754, 0.307792295647138, 0.013474667438360987, -0.06340914504452727]"
20098,100506649,"[-0.44245756379117734, -0.10892018084706749, 0.06910213276098029, 0.003398237420484122, -0.0738810423838203]"
20099,100506658,"[-0.2934919069149983, 0.03930812807909242, -0.5697696314127235, -0.02174629722069109, -0.2395072958818729]"
20100,100506660,"[-0.4665987705737992, -0.1314162494912051, 0.14749983046890686, 0.005732004147809696, 0.0031086722151328866]"
20101,100506668,"[-0.5007036804677099, -0.16776204129093503, 0.3334743000687001, 0.01423917722834694, -0.038188376469008155]"
20102,100506674,"[-0.4803195637695453, -0.14681059687804246, 0.23504047152674723, 0.010035671098878826, -0.038883735693288804]"
20103,100506680,"[-0.4698208989284948, -0.13586486063327693, 0.18179103121293066, 0.007693928226236224, -0.034150806053138624]"
20104,100506686,"[-0.49279535410788544, -0.16039263949371754, 0.307792295647138, 0.013474667438360987, -0.06340914504452727]"
20105,100506696,"[-0.42361927262032584, -0.08646039223458638, -0.07290100359619177, -0.004021426596321289, 0.0272881839506796]"
20106,100506697,"[-0.4846789138964869, -0.1528293060702574, 0.2814344490039558, 0.012690038969691207, -0.08929361805624438]"
20107,100506713,"[-0.43630466950013724, 0.01181492916587628, 0.2751217229804311, 0.049831011797993006, -0.023069566689386728]"
20108,100506714,"[-0.49279535410788544, -0.16039263949371754, 0.307792295647138, 0.013474667438360987, -0.06340914504452727]"
20109,100506736,"[-0.4375246931015515, -0.08053437176941732, -0.3389021850907691, -0.024229922331301768, 0.6923896287981092]"
20110,100506742,"[-0.3096449626999977, 0.020626209964829483, -0.45597742416882503, -0.01591365815434723, -0.3099808500234063]"
20111,100506753,"[-0.4846789138964869, -0.1528293060702574, 0.2814344490039558, 0.012690038969691207, -0.08929361805624438]"
20112,100506755,"[-0.4584823303624005, -0.12385291606774493, 0.12114198382572469, 0.004947375679139939, -0.022775800796584138]"
20113,100506757,"[-0.4698208989284948, -0.13586486063327693, 0.18179103121293066, 0.007693928226236224, -0.034150806053138624]"
20114,100506776,"[-0.4840134748666556, -0.14826799343983516, 0.21433196420754386, 0.008127462597159232, 0.03814119768664413]"
20115,100506779,"[-0.41555505845482166, -0.08251834336491004, -0.040221417528642105, -0.0007234583082761507, -0.11586988629934496]"
20116,100506783,"[-0.43082167717788106, -0.0964043465521589, 0.0037499157139789753, 0.00036405075545569007, -0.05599770864898614]"
20117,100506791,"[-0.4846789138964869, -0.1528293060702574, 0.2814344490039558, 0.012690038969691207, -0.08929361805624438]"
20118,100506795,"[-0.46445068500400183, -0.12845050872982383, 0.12463902997289109, 0.0044240547621919755, 0.02794832439398052]"
20119,100506797,"[-0.41866178177627594, -0.08325844228374585, -0.06564002598052715, -0.0028826000861415235, -0.035125189324048615]"
20120,100506810,"[-0.4840134748666556, -0.14826799343983516, 0.21433196420754386, 0.008127462597159232, 0.03814119768664413]"
20121,100506811,"[-0.47677058753666246, -0.14545990427303992, 0.25575244458239366, 0.011925529179705272, -0.11451438663176342]"
20122,100506815,"[-0.485845665499718, -0.15079759585395452, 0.23383088227767512, 0.009243066484892001, 0.016954435534097523]"
20123,100506826,"[-0.4963443303407684, -0.16174333209872008, 0.2870803225914915, 0.011584809357534573, 0.012221505893947403]"
20124,100506834,"[-0.4803195637695453, -0.14681059687804246, 0.23504047152674723, 0.010035671098878826, -0.038883735693288804]"
20125,100506835,"[-0.48843600398094406, -0.1543739303015026, 0.2613983181699295, 0.010820299567548609, -0.01299926268157177]"
