,Drug,ECFP_PCA
234,DB08178,"[0.25961012010278317, -0.08518546225224109, -1.6346276141035205, 0.7832527190213413, 0.9183451006643766]"
235,DB02733,"[0.7634365438468486, 0.2970996008643744, -0.20451791270479514, 1.2348405278765553, 0.578269018467858]"
236,DB03663,"[-0.3739849347022324, -0.32670081663039563, -0.07043580846236497, 1.1105159073551367, 0.6178131454028024]"
237,DB01888,"[0.5163010457220728, 1.0584025148547545, -0.8395893226622775, 0.26939059328640375, 0.1849912178854762]"
238,DB08532,"[1.2954938398286493, -0.18036310230253624, -1.4123228879218954, 1.0371153228147973, -1.0009642096801021]"
239,DB03583,"[0.6295834770145593, 1.042698799795909, -0.5300751401511814, -1.833926247856965, -0.5933237532072255]"
240,DB08537,"[1.2177569727746727, -0.4510466465655675, -0.9941242145781384, 0.9384878387196679, -0.9155619754508333]"
241,DB02963,"[0.4659561723874261, -0.06426841921522802, -1.5250498266048438, 0.43775147089146343, 0.9145672804961931]"
242,DB08122,"[0.5855894679201313, -0.6648451130763406, -0.9304514475584731, -0.6569858053836746, -0.1661415038446408]"
243,DB03365,"[0.7692852688881003, -0.1885753452886053, -1.2315704318441598, 0.7569519636833644, 1.5149945785741015]"
244,DB07982,"[0.5491717424032199, 0.881855523643457, -0.13454917420442528, 0.5044027982956065, 0.4150008010556202]"
245,DB08124,"[0.22614439471415101, 0.4163921896130739, -1.5333882411366366, -0.7484503989336675, -0.10814571946684197]"
246,DB08132,"[0.13623837913032888, -1.1284432655204835, -0.6787812494849785, -0.011024429793394385, -0.2509101442618676]"
247,DB03019,"[0.19963600880773655, -0.6194706569954007, -1.992220799362426, 0.6008959534915292, -0.23078006065355336]"
248,DB07164,"[0.4631500580348886, 0.7535793926448631, -1.4670256602930012, 0.20087298899175113, -0.9959103580877589]"
249,DB07179,"[1.2666823455918141, 0.09481596895846779, -1.1601716547616499, 0.6789688481961569, -0.37471943110715383]"
250,DB04669,"[0.9662582837307209, -0.4664943672801767, -1.4118487981447634, 0.8977094828205185, -0.344374818181996]"
251,DB04518,"[0.856506448068895, -0.2377163955684638, -1.7398155562048156, 0.620466254820364, 0.49784612128568295]"
252,DB08094,"[0.4433101699402829, 1.705437444507738, -0.4174424959231771, 0.39472877482315805, 1.1622720178507566]"
253,DB02973,"[-0.13758538375336252, -0.7094637071292857, -1.2646400848831914, -0.1081994726624548, 0.05377908522251343]"
254,DB08134,"[0.4310728995050539, -0.7443981680558514, -1.1227680796426465, 0.6810523974808071, 0.6513535328901523]"
255,DB08536,"[1.2423741481694592, -0.6406586348657423, -0.8823166329477363, 0.7756738801636907, -0.9345700087381931]"
256,DB08312,"[-0.8552610560975359, 0.5349382358984518, -0.6721627079115055, 0.05099505334500151, -0.4429965812065977]"
257,DB07790,"[0.5747493445808061, 0.25905309151230066, -0.8290161551350362, 1.1863081026352504, 1.3688467110279856]"
258,DB08182,"[0.09573105838688946, -0.1883456105200963, -1.2561056392805603, 1.0216357964160625, 0.623094723690228]"
259,DB08534,"[1.2947064616911168, -0.3148745697102322, -1.4104318580693178, 0.7368341278431558, -0.6889702439116847]"
260,DB07731,"[-0.49024930615815965, -0.5608774436140379, -1.182265737683421, 0.38587450064980483, -0.6742041090650401]"
261,DB07595,"[0.9972179821955849, -0.5358529513823976, -1.335795946804783, 0.7580948740330492, -0.48395200016535694]"
262,DB07504,"[0.9152272502756148, -0.47711893640590175, -0.3597406091836809, 0.9839510230823907, 0.9382019016339955]"
263,DB08572,"[0.20644263561963883, 0.9578537021623725, -0.10442092531786916, 0.7039000495177086, 0.21827987261345022]"
264,DB08441,"[0.6443928370477439, -0.03933619746758555, -1.6601848155524292, -0.32795886435280086, -0.45694837528244536]"
265,DB07686,"[0.3491517931031744, 1.001478686890255, -1.2972613019098254, 0.299132248747047, -0.10291879885876469]"
266,DB07126,"[0.2245150307077937, 0.8047813150703856, -0.911989440609823, 0.23571554840393158, 0.11778211788795875]"
267,DB08527,"[0.06465641451139033, -0.2076100043623612, -0.7336545534173227, 0.32490231828873645, -0.14677266643774717]"
268,DB03801,"[-1.0596604695455698, -1.379048165778413, 1.6505358183671335, 0.7488751675495, -0.3882800079580693]"
269,DB07533,"[-0.029716914312060527, 0.07915682527204461, -0.8883891143691625, -0.8752359973546905, 0.06241638702465307]"
270,DB08768,"[-0.8624888964218705, -0.22739522843298013, -0.48423587606965646, 0.8750081034643736, -0.04125849256853698]"
271,DB08126,"[0.6022575585698584, -0.620723593444182, -0.270490455119895, -0.14228109242085177, -0.5514573316118532]"
272,DB08219,"[-0.08982678028864188, 0.5247169022741631, -1.3389337586194567, -0.3475002668900777, -0.25000357111275956]"
273,DB08539,"[1.551872319537597, 0.5072233810607155, -0.8417473232278402, 0.1754033397870854, -1.139798506722182]"
274,DB08285,"[1.0863586047088845, -0.289559946217275, 0.15647296061604749, 0.8466131165930579, -0.7507348351905431]"
275,DB07750,"[0.7503311517205186, -0.08910832957199237, -1.1728826650517157, 1.0483979715506608, 1.9053090244803554]"
276,DB08248,"[0.7649919353604165, 0.9478329644759479, -1.0862006140152527, 0.3126420400155691, 0.05970801076515428]"
277,DB07137,"[-0.16995818923456163, 1.106015556065504, 0.09453878919958976, -0.6644081365138098, -0.5392110580251201]"
278,DB07889,"[1.0858277410599217, 0.14079695849300292, -0.8518850940980259, 1.1455693297018037, 0.8654192707950447]"
279,DB06976,"[1.1797405627282251, 1.4512928607928666, -0.3411424184650618, -0.09448652038911431, -0.5848043000698921]"
280,DB02197,"[0.9853727042571676, -0.16047557085449116, -1.594380081318623, 1.0303418011091976, -0.34601385084688696]"
281,DB08531,"[1.2584988506693897, -0.21075955055555148, -1.5339569291328252, 0.6646712010632109, -0.4715163948611965]"
282,DB07936,"[1.0609827860620762, 1.0543786506870876, -0.009756867077216975, 0.10005177822732095, 0.6423958175338061]"
283,DB07220,"[0.8582461976703725, 0.5906052943205786, -0.0733503371244504, 0.15335682860621389, -0.23672593127049976]"
284,DB08125,"[0.8731732851326949, -0.37655735072061397, -1.4248872611529761, -0.22188306598724122, -0.48145017192902934]"
285,DB07618,"[0.9134696623412124, 1.270668678511801, -0.08368955501663825, -0.39050132794164727, -1.0295739808540518]"
286,DB07501,"[0.9152272502756148, -0.47711893640590175, -0.3597406091836809, 0.9839510230823907, 0.9382019016339955]"
287,DB02950,"[-0.5459980461537075, 0.24947305570239858, -1.0876880686247408, -0.6116231737245134, -0.5412545457607058]"
288,DB08535,"[1.5631442579590693, -0.4496366362427514, -1.0157825830937233, 0.92710085035436, -0.9500162014176468]"
289,DB07534,"[-0.27263763321850215, -0.11613811885750451, -1.0164705820190565, -0.7991113441345261, -0.45289548832400595]"
290,DB07493,"[0.45651842578546165, -0.7927962808053197, -1.19165646927553, -0.9111716151491505, -0.7274338785312859]"
292,DB02538,"[0.8467517060904278, -0.04589530013056721, -0.6773144677122398, 0.9085993496726675, -0.06369288213440635]"
293,DB04288,"[0.5957507271682596, 1.3283098285956145, -0.5895563389929882, 1.140786157388722, -1.898189832806934]"
294,DB07688,"[0.5542127474842864, 0.8645944444180684, -1.1527790029862501, 0.10864820820795837, 0.35002864720955956]"
295,DB07852,"[0.0573350274119755, -0.2605656820719528, -0.6584844586031195, 0.09413428888379591, 0.13866958990227604]"
296,DB07755,"[0.7503311517205186, -0.08910832957199237, -1.1728826650517157, 1.0483979715506608, 1.9053090244803554]"
297,DB07210,"[1.4429454962989048, -0.4935324082376558, -1.0527077932015092, 0.9285831166109577, -0.9302734214729479]"
298,DB04662,"[0.5958058604783325, 0.0998288401168762, -0.30673415117119984, 1.1611647193052952, -0.35451482580246696]"
299,DB07751,"[0.6092137801722126, -0.2667485085948653, -0.7644130755373273, 1.0514109641885143, 1.4602994870644224]"
300,DB02915,"[0.3743728511092111, -0.32920613533698256, -1.8731364195551428, 0.6561395298382979, 0.5265785574465495]"
301,DB02116,"[0.7918856226202933, 0.060414759192782434, -0.6046754963665716, 1.2829153950641574, -0.9215802535733042]"
302,DB07531,"[-0.26726009325106187, -0.1927509485203566, -1.0511371594259675, -0.9433531662898621, -0.38961255887547247]"
303,DB02833,"[0.7201682480561443, -0.1828463118269917, -1.7288745379605133, 0.9229451642712763, 0.6418872725120227]"
304,DB02010,"[0.5981925442610743, 1.3721390386485168, -0.4456224550348687, -1.2032136083090674, 0.028631368958099097]"
305,DB02898,"[-0.5370491155467082, 1.0472863691425405, -0.7973501477073425, -0.03808777637114612, -0.0613531530097245]"
306,DB08140,"[0.2868087517140307, 1.002072546825459, -0.8109182007268328, 0.15874287769045303, -0.3140383226179129]"
307,DB03490,"[0.6848808533115924, -0.5926096105952295, -1.447741617203217, -0.35511674267174825, -1.156225399801458]"
308,DB07538,"[-0.005257118150169302, 0.1412419136717316, -1.165733438918736, -0.8741213381015417, -0.05720831364570719]"
310,DB07203,"[1.0236868011952915, 0.7546069810780041, -1.3737143064315813, 0.018404271378290576, -0.03782060340075372]"
311,DB02603,"[-0.42993860946935614, 0.6813411318702782, -1.1060129949609852, 0.1138472394715607, -0.4368898286824818]"
312,DB08123,"[0.5231194941188411, -0.1740614022943526, -0.9694411429479604, 0.07637259690177269, 0.3852337863720188]"
313,DB06948,"[0.8142939858290846, 0.473974777421037, -0.7765809163567633, 0.03281758110165501, -0.7836491237655494]"
314,DB01242,"[1.0838714098190896, -0.17522151101801509, -0.9597978785914999, -0.9207538292570087, -0.5057773384905566]"
315,DB00458,"[0.5515741189916015, -0.33865859844087165, -0.5830396585002152, -0.94967531930012, -0.8344173982815808]"
316,DB04836,"[0.3748286977511328, -0.36142263597842667, 0.9894675663587719, -0.3557820762832589, -0.765459295449205]"
317,DB06707,"[-0.29614965863629567, -1.1869364601148868, -0.1994142263416433, 0.017404777704228984, 0.2622567086588252]"
318,DB04896,"[0.059823887521657224, -0.14687826980183094, 0.6081763805291638, -0.5709509239021912, -0.4989035037836315]"
319,DB00370,"[0.7457244856167515, 0.4290274439032065, -0.9532595884189462, -0.8049048138833382, -1.124274319488571]"
320,DB01156,"[0.7193141715137201, -0.7236298021883077, -0.03376162614172702, 0.43558731065199724, 0.6408274827339852]"
321,DB00234,"[0.25580102693222984, 0.05160076693469013, -0.14531754750265172, -0.32102218439305263, -0.3427242640645186]"
322,DB01173,"[0.3027493199365126, -1.200746280931686, -0.2028124053221269, -0.10590853678263805, -0.1604860990929122]"
323,DB00193,"[0.21223657115014613, 0.5572747432491502, -0.3579474859107072, -1.4025901094382889, 0.9405627927935876]"
324,DB04821,"[0.5866119194938588, -0.03174188113426148, -0.447360950259171, -0.607659051107843, -1.3355762152869486]"
325,DB01442,"[-0.2614999094479323, -0.16443550403837806, -0.0623579963848704, -0.08415797351753375, 0.9764213874465885]"
326,DB04840,"[0.410513941146263, -0.2759625264759665, -0.2197369221959999, -0.5706951219671965, -1.2959720822976266]"
327,DB01364,"[0.4482490464945204, -1.3093895183318127, 0.20800709906128756, 0.06719639757180842, -0.3890577313345341]"
328,DB01576,"[0.5341438420026964, -1.355420651398854, 0.44401019597267494, 0.3397932955103866, -1.0439094309661223]"
329,DB01170,"[-0.8063463943435433, -0.43368762787080406, 0.0502585526729943, -0.6062580362912374, -1.0614809152309002]"
330,DB01142,"[0.1486347363541398, -0.5973413971564044, -0.7581247606375037, -0.8803833116160562, -0.502444201247247]"
331,DB00852,"[0.4482490464945204, -1.3093895183318127, 0.20800709906128756, 0.06719639757180842, -0.3890577313345341]"
332,DB00543,"[1.058458376973341, 0.1998567742690452, -1.5763378842299307, -0.5821169168845882, -1.1526482033884773]"
333,DB00191,"[0.38973994832034964, -1.2201345781619544, -0.2666480477557439, 0.22714050362777277, -0.9208898193257941]"
334,DB01579,"[0.37758199918539354, 0.25011634060758914, -0.5945432110761598, -1.0581930276439235, -1.1862807202620866]"
335,DB06204,"[0.27315505450034505, -1.0796127322573925, -0.12078506189609128, -0.19602818891380502, 0.3147019427278289]"
336,DB01149,"[1.4232066092286924, 0.7018850910654763, -0.7372226331610481, -0.32804543002340897, -0.12948240859133137]"
337,DB00321,"[0.30992929941163794, -0.7679564003702524, -0.7068418358937475, -0.9571422174723804, -0.48482334126323884]"
338,DB00988,"[-0.07691781414445954, -1.1705942154214912, -0.45194130066194754, 0.06532586538395614, -0.2091709170348464]"
339,DB00285,"[-0.38401183265269323, 0.06876819044305316, -0.21692349941376676, -0.3411214006923614, 1.0398832348597713]"
340,DB00454,"[0.5785004472898618, 0.08005014422558869, 0.46900238276019635, -0.7574217778721943, -0.22544824280809025]"
341,DB00344,"[0.2455459947108626, -0.46393163816038685, -0.3025118968909057, -0.615395918500203, -0.36335045578221886]"
342,DB00830,"[0.2166200910527041, -0.2512502861616104, -0.6531476024188028, -0.9780490711425701, -1.1602815996705207]"
343,DB00182,"[0.5341438420026964, -1.355420651398854, 0.44401019597267494, 0.3397932955103866, -1.0439094309661223]"
344,DB00226,"[-1.4900879690325552, -0.2359358204586515, 0.13654946616741603, -0.9960724882589782, -0.6438986042109351]"
345,DB06701,"[0.7792081072055339, 0.27223656378624067, 0.954528706019988, -0.5694787664496109, -0.23250976135639315]"
346,DB01114,"[0.7875955739270933, -0.9061617046704449, -0.907680252368833, 0.2901904297857175, -0.6805684698152674]"
347,DB00696,"[1.3350771151982312, 1.948799808790703, 1.3955914554362656, -1.1800938156166436, -1.2868917214178246]"
348,DB00514,"[0.1665183476625427, 1.231689356432735, -0.7347817577458657, -1.7733254179475477, 0.9529407141185061]"
349,DB01151,"[0.6686952478248989, -0.24507745509169906, -0.4104641399093565, -0.7349334722745136, -0.6157929382445756]"
350,DB00579,"[0.6604143065267989, -0.010152953809546771, -1.2061301274758085, -0.7183896093474236, -1.102888526552191]"
351,DB00937,"[0.27117276383155614, -0.9286738983256371, 0.7879267265863927, 0.3239480244097199, 0.1262762891812572]"
352,DB00289,"[0.5115507406565493, -0.9679070375449115, 0.20434858396425098, 0.32077400888154173, 0.1732118448902754]"
354,DB01175,"[-0.18674127810599556, 0.04096964651985974, -1.0566326764325042, -1.043154970192191, 0.45921640229236455]"
355,DB00476,"[0.7204853859603758, -0.7145646403094967, -0.2849931427860919, 0.35193146668409336, 0.21003927070818754]"
356,DB08918,"[0.059823887521657224, -0.14687826980183094, 0.6081763805291638, -0.5709509239021912, -0.4989035037836315]"
357,DB00422,"[0.7792081072055339, 0.27223656378624067, 0.954528706019988, -0.5694787664496109, -0.23250976135639315]"
358,DB01105,"[-0.10302650540892093, -0.3638364574577628, -0.3417806456374269, -0.9108671676586784, -0.11373130844544703]"
359,DB04889,"[-0.508628292178992, 0.004672106111964741, -1.082574205857142, -1.4068456545455073, -0.22688277265748175]"
362,DB00715,"[-0.06821124872125699, 0.5418126573739308, -1.1607379444008115, -0.612913527866034, 0.49271213104919237]"
364,DB01454,"[0.27291670144117025, -0.5531162672110407, -0.03922623421317702, -0.15929220837894495, 0.22525086980301579]"
365,DB06700,"[-0.5069976498638131, -0.2909497743729292, -0.0911192906439456, -0.610423495338757, -0.1685801129715165]"
366,DB00726,"[0.46600128016963244, -0.5220913287917371, -0.29454763354039365, -0.6968051293803511, -0.7471579082926194]"
367,DB00934,"[0.15953344785632334, 0.0035244831389140718, -0.22350714644323189, -1.0801437575781188, -0.39147418144139656]"
368,DB00408,"[1.1895627699748665, 0.2905685176011439, -1.4348852184333343, -0.7739914318407277, -0.7540190108972471]"
369,DB06148,"[0.5941952400186875, 0.12366906357323615, -0.5654904166628124, -1.2551728846771186, -1.2277341982389094]"
370,DB01577,"[0.7162824788329137, -1.373723170052161, 0.4670300971653103, 0.1868065345802494, -0.7542474091710784]"
371,DB00907,"[0.9045956696257216, 0.5218338844198748, 0.8995155674983616, -0.6243241554204734, 0.008738088138646906]"
372,DB00186,"[0.6601694977977771, 0.019272459656934082, -1.288623557424588, -0.6025979090375387, -0.4217965281000631]"
373,DB00475,"[1.4934164549599236, -0.5584831474325688, -0.9844680025298286, 0.14639906372357203, -0.18944756702409277]"
374,DB00599,"[-1.0715406651247001, -0.9076052319268673, 0.2639563960819202, -0.6292845632193558, 0.016654541635374758]"
375,DB00801,"[1.3704816055019768, -0.16030262333745432, -1.0420888238382116, -0.2739446184486244, -0.9037437880651358]"
376,DB00753,"[-1.1124368723407054, -1.3995494795663643, -0.4849242357855665, -0.17008070629513258, -0.04199647655386008]"
377,DB01215,"[1.2905085680304826, -0.43054114033104146, -1.4500475666945416, -0.144396843079344, -1.1284119665292176]"
378,DB01544,"[0.9293082078908174, 0.053030314121143396, -1.4355417743084962, -0.8483904814163008, -0.46126654318096955]"
379,DB01589,"[1.1581393766938664, -0.19755031808388146, -1.6632736656210327, -0.18374970971720694, -0.7019274985067704]"
380,DB01028,"[-1.1344808879963066, -1.2936733544168637, -0.43398586010658197, -0.45921976546689586, 0.5986972654502666]"
381,DB01558,"[0.8533206456881284, -0.16595792676588653, -1.5520688190129601, -0.5232075248023833, -0.7570333939408165]"
382,DB00463,"[-0.9070333140000776, -0.6239256023094735, -0.3832239980481309, -0.9027796068462719, -0.3048824908850399]"
383,DB01354,"[-0.8098146551294902, -0.257965172397508, -0.22574632220130325, -1.3370860398719249, -0.22235410259775723]"
384,DB00241,"[-0.9887950463718651, -0.9426898135272165, 0.14617121348154474, -0.8602036422330659, -0.09182795343996304]"
385,DB00231,"[0.9145591808268408, 0.14070897178956485, -0.9351372697057329, -0.4337950341438035, -0.711885989787795]"
386,DB01189,"[-1.1383013780118785, -1.4595705977879732, -0.5123480004795885, -0.2804853368628412, 0.0015391905155501377]"
387,DB00189,"[-1.279530297076625, -1.195527428584361, -0.21549922802597948, -0.7278352891104652, 0.34159801431771536]"
388,DB00228,"[-1.127337970839593, -1.4697120691133378, -0.56449107771786, -0.3286178276442384, 0.06253240023764171]"
389,DB00842,"[0.7806468747882225, -0.14999183321641282, -0.9538981872698542, -0.46471448192668474, -0.8191105698712483]"
391,DB01352,"[-1.1175760465380649, -0.8975300072227426, 0.025626609134622298, -0.7946672366302222, -0.0944231653512413]"
